2025-03-08 23:31:51,912 - INFO - Starting simulation with 50 users for 50 time steps using gpt-4o...
2025-03-08 23:31:52,919 - INFO - Resetting database...
2025-03-08 23:31:52,925 - INFO - Existing database removed.
2025-03-08 23:31:52,936 - INFO - Database tables created successfully.
2025-03-08 23:31:52,936 - INFO - New tables created.
2025-03-08 23:31:52,941 - INFO - Generated 50 agent configurations using file method
2025-03-08 23:31:52,942 - INFO - Creating 50 users
2025-03-08 23:31:52,943 - INFO - Added user user-bc3aec to database with 21 background labels.
2025-03-08 23:31:52,945 - INFO - Added user user-2c2c97 to database with 21 background labels.
2025-03-08 23:31:52,945 - INFO - Added user user-6d3b0b to database with 21 background labels.
2025-03-08 23:31:52,946 - INFO - Added user user-aa155f to database with 21 background labels.
2025-03-08 23:31:52,946 - INFO - Added user user-6afdec to database with 21 background labels.
2025-03-08 23:31:52,947 - INFO - Added user user-1177ac to database with 21 background labels.
2025-03-08 23:31:52,948 - INFO - Added user user-da3d6a to database with 21 background labels.
2025-03-08 23:31:52,948 - INFO - Added user user-d9fea1 to database with 21 background labels.
2025-03-08 23:31:52,949 - INFO - Added user user-2318c8 to database with 21 background labels.
2025-03-08 23:31:52,950 - INFO - Added user user-600b99 to database with 21 background labels.
2025-03-08 23:31:52,950 - INFO - Added user user-57de48 to database with 21 background labels.
2025-03-08 23:31:52,951 - INFO - Added user user-d62f22 to database with 21 background labels.
2025-03-08 23:31:52,951 - INFO - Added user user-32adf1 to database with 21 background labels.
2025-03-08 23:31:52,952 - INFO - Added user user-372c24 to database with 21 background labels.
2025-03-08 23:31:52,953 - INFO - Added user user-7482d4 to database with 21 background labels.
2025-03-08 23:31:52,953 - INFO - Added user user-ffc6ca to database with 21 background labels.
2025-03-08 23:31:52,954 - INFO - Added user user-da8005 to database with 21 background labels.
2025-03-08 23:31:52,954 - INFO - Added user user-bb7011 to database with 21 background labels.
2025-03-08 23:31:52,955 - INFO - Added user user-893f75 to database with 21 background labels.
2025-03-08 23:31:52,955 - INFO - Added user user-779673 to database with 21 background labels.
2025-03-08 23:31:52,956 - INFO - Added user user-07d45c to database with 21 background labels.
2025-03-08 23:31:52,956 - INFO - Added user user-8ddfe7 to database with 21 background labels.
2025-03-08 23:31:52,957 - INFO - Added user user-897f97 to database with 21 background labels.
2025-03-08 23:31:52,958 - INFO - Added user user-f9b091 to database with 21 background labels.
2025-03-08 23:31:52,959 - INFO - Added user user-78f2a8 to database with 21 background labels.
2025-03-08 23:31:52,959 - INFO - Added user user-928b83 to database with 21 background labels.
2025-03-08 23:31:52,960 - INFO - Added user user-1c864d to database with 21 background labels.
2025-03-08 23:31:52,961 - INFO - Added user user-071d1b to database with 21 background labels.
