2025-03-08 23:36:39,162 - INFO - Starting simulation with 50 users for 50 time steps using gpt-4o...
2025-03-08 23:36:40,171 - INFO - Resetting database...
2025-03-08 23:36:40,173 - INFO - Existing database removed.
2025-03-08 23:36:40,194 - INFO - Database tables created successfully.
2025-03-08 23:36:40,195 - INFO - New tables created.
2025-03-08 23:36:40,200 - INFO - Generated 50 agent configurations using file method
2025-03-08 23:36:40,200 - INFO - Creating 50 users
2025-03-08 23:36:40,201 - INFO - Added user user-f4d74e to database with 21 background labels.
2025-03-08 23:36:40,204 - INFO - Added user user-63f17a to database with 21 background labels.
2025-03-08 23:36:40,205 - INFO - Added user user-0b0c76 to database with 21 background labels.
2025-03-08 23:36:40,206 - INFO - Added user user-be8923 to database with 21 background labels.
2025-03-08 23:36:40,207 - INFO - Added user user-25f953 to database with 21 background labels.
2025-03-08 23:36:40,208 - INFO - Added user user-3a2a9b to database with 21 background labels.
2025-03-08 23:36:40,209 - INFO - Added user user-d9f510 to database with 21 background labels.
2025-03-08 23:36:40,210 - INFO - Added user user-fb6852 to database with 21 background labels.
2025-03-08 23:36:40,210 - INFO - Added user user-794630 to database with 21 background labels.
2025-03-08 23:36:40,211 - INFO - Added user user-b4a354 to database with 21 background labels.
2025-03-08 23:36:40,212 - INFO - Added user user-6acd87 to database with 21 background labels.
2025-03-08 23:36:40,213 - INFO - Added user user-ef7568 to database with 21 background labels.
2025-03-08 23:36:40,214 - INFO - Added user user-975bb5 to database with 21 background labels.
2025-03-08 23:36:40,215 - INFO - Added user user-f180aa to database with 21 background labels.
2025-03-08 23:36:40,216 - INFO - Added user user-39f340 to database with 21 background labels.
2025-03-08 23:36:40,217 - INFO - Added user user-37823a to database with 21 background labels.
2025-03-08 23:36:40,218 - INFO - Added user user-2ba6a7 to database with 21 background labels.
2025-03-08 23:36:40,218 - INFO - Added user user-2054b7 to database with 21 background labels.
2025-03-08 23:36:40,219 - INFO - Added user user-1c9bfc to database with 21 background labels.
2025-03-08 23:36:40,220 - INFO - Added user user-e9f912 to database with 21 background labels.
2025-03-08 23:36:40,221 - INFO - Added user user-2fd2f0 to database with 21 background labels.
2025-03-08 23:36:40,222 - INFO - Added user user-241bf5 to database with 21 background labels.
2025-03-08 23:36:40,223 - INFO - Added user user-0c38e6 to database with 21 background labels.
2025-03-08 23:36:40,224 - INFO - Added user user-051d56 to database with 21 background labels.
2025-03-08 23:36:40,224 - INFO - Added user user-13a00c to database with 21 background labels.
2025-03-08 23:36:40,225 - INFO - Added user user-89631f to database with 21 background labels.
2025-03-08 23:36:40,226 - INFO - Added user user-f22089 to database with 21 background labels.
2025-03-08 23:36:40,227 - INFO - Added user user-e6ac04 to database with 21 background labels.
2025-03-08 23:36:40,227 - INFO - Added user user-e52aed to database with 21 background labels.
2025-03-08 23:36:40,228 - INFO - Added user user-e87d5a to database with 21 background labels.
2025-03-08 23:36:40,229 - INFO - Added user user-190d89 to database with 21 background labels.
2025-03-08 23:36:40,230 - INFO - Added user user-7090fc to database with 21 background labels.
2025-03-08 23:36:40,230 - INFO - Added user user-c192e5 to database with 21 background labels.
